episode,episode_reward,critic_loss,actor_loss,q_value,exploration_noise,eval_mean_reward,eval_tier_upgrade_rate,eval_avg_price,eval_avg_savings,time_elapsed
22,5269.953667949031,88.61088175243802,-107.07177937825521,103.39751586914062,0.37148470651183096,,,,,97.74436831474304
23,5344.986767716623,84.14740420977274,-115.1326897515191,111.2036259121365,0.3551344473475453,,,,,102.92566514015198
24,5988.956387530578,101.99804178741243,-123.29191436767579,119.5445802476671,0.3395038166633917,,,,,109.3318362236023
25,5493.197288528668,93.72778926955328,-131.5381344265408,127.54102435641819,0.3245611412519779,6491.077841973693,0.7,22.542447758921664,4835356.330620887,118.88054823875427
26,6360.551570837316,108.00418537987603,-140.74364963107638,137.00262739393446,0.3102761419475527,,,,,124.01718425750732
27,5308.724533067526,97.91188689337837,-149.26380886501735,144.972607421875,0.2966198722696636,,,,,129.0816354751587
28,5988.229882443896,110.86340801450942,-158.96033460828994,154.2518042670356,0.2835646597673106,,,,,134.2636103630066
29,6001.734530286311,112.86856775283813,-167.76417439778646,163.013966539171,0.27108404994473545,,,,,139.43163871765137
30,5697.867929215123,107.40564910040962,-176.41013624403212,172.00609012179905,0.25915275265522114,,,,,144.59606266021729
31,5811.103295517034,111.62025660408868,-185.39080708821615,180.33225843641492,0.24774659085427517,,,,,149.96683526039124
32,5609.178139592608,115.59510627322727,-193.56265597873264,189.27084367540147,0.23684245160835285,,,,,155.87919735908508
33,5675.793957967062,127.43100687132942,-203.60343797471788,198.44532284206815,0.22641823925984803,,,,,160.99250769615173
34,5858.980820743972,122.9056941986084,-212.90272691514758,208.23467848036023,0.21645283065344587,,,,,166.5939290523529
35,6183.397084231436,136.58576791551377,-222.56563381618923,217.5816124810113,0.20692603233311097,,,,,172.68332839012146
36,6377.535008886265,119.02659964031643,-233.09113430447047,228.45159657796225,0.1978185396229746,,,,,178.06728339195251
37,5941.011115510513,143.670207034217,-242.77856614854602,237.35665673149956,0.18911189750920804,,,,,183.32931637763977
38,5894.628294442051,139.98878002166748,-252.26696099175348,246.79805721706813,0.1807884632436123,,,,,188.5320029258728
39,6083.054314148587,129.84374384350247,-261.87518039279513,257.25381757948134,0.17283137059314588,,,,,194.35244274139404
40,5876.488307657878,131.07696436776055,-270.4913601345486,266.16641693115236,0.1652244956629483,,,,,199.73473715782166
41,6146.983953034923,151.10410533481175,-281.82664659288196,276.43052978515624,0.15795242422360478,,,,,205.03139567375183
42,5937.575949051937,151.0680656645033,-292.05193413628473,286.18260091145834,0.15100042047644407,,,,,210.8418698310852
43,6813.563638906426,165.2655565049913,-302.34124077690973,297.21671210394965,0.14435439719357882,,,,,216.18849396705627
44,6889.446171724125,182.1623733520508,-313.01123046875,307.61561177571616,0.13800088717218023,,,,,221.61927437782288
45,6146.434873998444,166.4927814907498,-321.7555250379774,316.79083421495227,0.1319270159451434,,,,,227.0889127254486
46,6706.380136423355,184.67067487504747,-334.12630479600693,327.5414303249783,0.12612047569284585,,,,,232.54516649246216
47,6132.5277996403465,184.21828920576309,-343.85460408528644,337.46795789930553,0.12056950030313546,,,,,238.30187034606934
48,6784.323697993148,184.01126284069485,-354.9654296875,348.3910614013672,0.11526284152900934,,,,,243.7353618144989
49,6260.839869536032,211.24480018615722,-365.58841213650174,358.8173126220703,0.11018974619567216,,,,,249.14164447784424
50,5946.714997425745,223.41964785257974,-375.47255045572916,369.281197781033,0.10533993441078586,6303.331752582158,1.0,22.92376808150009,4735714.454921815,262.665456533432
51,5975.343743069988,224.81371544731988,-386.4185526529948,379.1503329806858,0.10070357873375792,,,,,268.06521558761597
52,6091.153112611998,224.89607530170017,-395.4371337890625,390.0573737250434,0.09627128426185741,,,,,273.5425317287445
53,6180.579358355665,230.7371865802341,-405.1062995062934,398.56601189507376,0.09203406959280665,,,,,279.09162521362305
54,6369.93737222258,249.33262159559462,-417.9809583875868,411.65375264485675,0.08798334862527107,,,,,284.72898721694946
55,7026.711603125417,254.67924883100721,-428.7822781032986,422.0773451063368,0.0841109131603698,,,,,291.35168266296387
56,6106.41968223819,243.2589272816976,-437.4079583062066,430.7227990044488,0.0804089162689501,,,,,297.5139865875244
57,6330.940563232289,251.89747887717354,-447.1712259928385,439.35142584906686,0.07686985639092299,,,,,303.0564692020416
58,6338.188024710719,267.95718882878623,-460.04393988715276,453.3913930257161,0.07348656213443931,,,,,309.7685372829437
59,6296.186369292923,318.39001981947155,-466.5670206705729,460.2659647623698,0.07025217774410328,,,,,315.3714118003845
60,6270.2652970666095,314.85413722991944,-475.0970893012153,468.4447001139323,0.06716014920877787,,,,,321.5898356437683
61,6931.382869539002,371.2334882100423,-492.0807637532552,481.25116068522135,0.06420421098083187,,,,,327.65310406684875
62,6066.241362944196,286.35168726179336,-497.5765631781684,490.14534471299913,0.061378373279915306,,,,,333.90661668777466
63,6269.101562487643,391.3347788068983,-508.83597751193577,500.7042477077908,0.05867690995553775,,,,,340.61443877220154
64,6300.265925428054,386.97120378282335,-518.3700330946181,510.7309594048394,0.05609434688385467,,,,,346.4428298473358
65,6165.5731048567095,389.7042361577352,-529.5511942545573,521.7695119222005,0.053625450875148736,,,,,353.03905725479126
66,6451.072524781642,424.36539090474446,-539.045758734809,530.8292812771267,0.05126521906952955,,,,,359.03496503829956
67,6319.30818389381,381.7220746146308,-547.9684421115452,540.0550109863282,0.05,,,,,368.0889973640442
68,6087.32607885871,423.09886843363444,-560.370528157552,549.6441413031685,0.05,,,,,373.82594561576843
69,5970.674881652209,468.7207648807102,-565.4285196940104,556.4593343098958,0.05,,,,,380.97505283355713
70,6174.254668573784,527.9199132283528,-575.9568359375,567.7274637858073,0.05,,,,,387.01403164863586
71,6564.354696658747,475.08471382988824,-584.56611328125,575.5242458767361,0.05,,,,,393.1137053966522
72,6443.502108863078,533.9589152442085,-596.3086669921875,587.2796332465277,0.05,,,,,399.49834537506104
73,6286.502192625558,517.0775160895454,-604.8270874023438,595.046383327908,0.05,,,,,405.4845998287201
74,6155.009946018168,524.0592864990234,-616.5074679904513,604.466276719835,0.05,,,,,412.98519825935364
75,5413.146473879731,572.9002001868354,-624.6524671766493,613.6413655598958,0.05,5802.233129595205,0.9,23.635255493877917,4384228.672196671,430.1589398384094
76,6228.1320158104945,532.0832191467285,-631.0173244900174,620.5946438259549,0.05,,,,,436.47522807121277
77,6370.386776389518,624.029397922092,-641.6495958116319,630.5560045030381,0.05,,,,,442.90688824653625
78,6219.5876190618965,638.6176840040418,-650.2914659288194,639.3367655436198,0.05,,,,,449.38754892349243
79,6389.902527986229,616.177092022366,-660.0141370985243,647.5021050347223,0.05,,,,,455.71069407463074
80,6228.2467210074465,629.1491797129313,-670.7762817382812,658.0478074815538,0.05,,,,,462.05990743637085
81,6335.953657704643,667.9056756761339,-675.8928371853299,665.1837158203125,0.05,,,,,468.1755151748657
82,6228.40706932411,691.3813211229112,-687.5952745225694,675.3918972439236,0.05,,,,,474.1527683734894
83,6035.281448381268,709.3906090630426,-695.958984375,682.9155938042535,0.05,,,,,480.0509638786316
84,6039.8222677874655,797.7382518768311,-705.3720404730902,691.966106499566,0.05,,,,,488.89802074432373
85,6139.285987696498,695.8034475114611,-712.6840983072917,699.2426683213976,0.05,,,,,495.7941634654999
86,6476.468368676513,727.2452639367846,-724.2390096028646,710.3880933973525,0.05,,,,,501.7842516899109
87,5996.128414451539,783.9208507961697,-727.6528862847222,715.7643920898438,0.05,,,,,508.07679891586304
88,6187.12252650738,739.944606060452,-737.1618706597222,724.6998107910156,0.05,,,,,514.395664691925
89,6031.844288729699,803.1838046603733,-750.3161417643229,733.5508056640625,0.05,,,,,520.3378970623016
90,6482.790671506187,790.1341008504231,-755.4724568684895,740.3394524468316,0.05,,,,,527.2615745067596
91,6335.833474402063,755.0012725830078,-765.6268391927083,751.4936109754774,0.05,,,,,533.4386649131775
92,6235.3864702433875,872.691724395752,-772.2273952907987,757.0792222764757,0.05,,,,,539.7606952190399
93,3321.1358959089803,1005.0557496812609,-778.8740315755208,766.0267910427517,0.05,,,,,546.3788645267487
94,5315.057535135591,983.6848497178819,-786.7487575954862,771.1391025119358,0.05,,,,,552.331071138382
95,5038.836634501488,914.1781611972385,-792.8712904188368,776.3226888020833,0.05,,,,,558.8758125305176
96,4070.527708396126,966.9054373423259,-802.0901394314236,785.585940890842,0.05,,,,,565.3083209991455
97,6446.696888954146,1002.0453497992621,-812.5406290690104,795.5781127929688,0.05,,,,,572.1030633449554
98,5379.932893495732,946.6279087490506,-817.9930297851563,803.1948947482639,0.05,,,,,577.8014135360718
99,5930.509916955696,998.4538663228353,-824.6518174913194,812.9275295681424,0.05,,,,,584.2909917831421
100,6348.865206647064,974.1751358879937,-832.9346449110243,819.5313212076823,0.05,5603.538276529094,1.0,23.847267433297866,4199270.249903921,602.9240345954895
